fips,year,total_votes,dem_votes,rep_votes,ind_votes,dem_pct,rep_pct,ind_pct,state,state_name
02,1980,158445,41842,86112,30491,26.41,54.35,19.24,02,Alaska
02,1976,123574,44058,71555,7961,35.65,57.9,6.44,02,Alaska
02,1972,95219,32967,55349,6903,34.62,58.13,7.25,02,Alaska
02,1968,83035,35411,37600,10024,42.65,45.28,12.07,02,Alaska
02,1964,67259,44329,22930,0,65.91,34.09,0.0,02,Alaska
02,1960,60762,29809,30953,0,49.06,50.94,0.0,02,Alaska
04,2024,3375267,1576215,1763037,36015,46.7,52.23,1.07,04,Arizona
04,2020,3397388,1672143,1661686,63559,49.22,48.91,1.87,04,Arizona
04,2016,2604657,1161167,1252401,191089,44.58,48.08,7.34,04,Arizona
04,2012,2306559,1025232,1233654,47673,44.45,53.48,2.07,04,Arizona
04,2008,2303838,1034707,1230111,39020,44.91,53.39,1.69,04,Arizona
04,2004,2016102,893524,1104294,18284,44.32,54.77,0.91,04,Arizona
04,2000,1534113,685341,781652,67120,44.67,50.95,4.38,04,Arizona
04,1996,1404405,653288,622073,129044,46.52,44.29,9.190000000000001,04,Arizona
04,1992,1487006,543050,572086,371870,36.52,38.47,25.009999999999998,04,Arizona
04,1988,1171873,454029,702541,15303,38.74,59.95,1.31,04,Arizona
04,1984,1025897,333854,681416,10627,32.54,66.42,1.04,04,Arizona
04,1980,873945,246843,529688,97414,28.24,60.61,11.15,04,Arizona
04,1976,742719,295602,418642,28475,39.8,56.37,3.83,04,Arizona
04,1972,653505,198540,402812,52153,30.38,61.64,7.98,04,Arizona
04,1968,486936,170514,266721,49701,35.02,54.78,10.200000000000001,04,Arizona
04,1964,480770,237753,242535,482,49.45,50.45,0.1,04,Arizona
04,1960,398491,176781,221241,469,44.36,55.52,0.12,04,Arizona
04,1956,290173,112880,176990,303,38.9,60.99,0.1,04,Arizona
04,1952,260570,108528,152042,0,41.65,58.35,0.0,04,Arizona
04,1948,177065,95251,77597,4217,53.79,43.82,2.38,04,Arizona
04,1944,137634,80926,56287,421,58.8,40.9,0.31,04,Arizona
04,1940,150039,95267,54030,742,63.49,36.01,0.49,04,Arizona
04,1936,124163,86722,33433,4008,69.85,26.93,3.23,04,Arizona
04,1932,118251,79264,36104,2883,67.03,30.53,2.44,04,Arizona
04,1928,91254,38537,52533,184,42.23,57.57,0.2,04,Arizona
04,1924,73961,26235,30516,17210,35.47,41.26,23.27,04,Arizona
04,1920,66562,29546,37016,0,44.39,55.61,0.0,04,Arizona
04,1916,58021,33170,20524,4327,57.17,35.37,7.46,04,Arizona
04,1912,23722,10324,3021,10377,43.52,12.74,43.739999999999995,04,Arizona
05,2024,1180847,396016,758349,26482,33.54,64.22,2.24,05,Arkansas
05,2020,1219069,423932,760647,34490,34.78,62.4,2.83,05,Arkansas
05,2016,1130676,380494,684872,65310,33.65,60.57,5.78,05,Arkansas
05,2012,1069468,394409,647744,27315,36.88,60.57,2.55,05,Arkansas
05,2008,1086617,422310,638017,26290,38.86,58.72,2.42,05,Arkansas
05,2004,1054945,469953,572898,12094,44.55,54.31,1.15,05,Arkansas
05,2000,921781,422768,472940,26073,45.86,51.31,2.83,05,Arkansas
05,1996,884262,475171,325416,83675,53.74,36.8,9.46,05,Arkansas
05,1992,950653,505823,337324,107506,53.21,35.48,11.31,05,Arkansas
05,1988,827738,349237,466578,11923,42.19,56.37,1.44,05,Arkansas
05,1984,884406,338646,534774,10986,38.29,60.47,1.24,05,Arkansas
05,1980,837582,398041,403164,36377,47.52,48.13,4.34,05,Arkansas
05,1976,769396,499614,268753,1029,64.94,34.93,0.13,05,Arkansas
05,1972,647666,198899,445751,3016,30.71,68.82,0.47,05,Arkansas
05,1968,609590,184901,189062,235627,30.33,31.01,38.65,05,Arkansas
05,1964,560426,314197,243264,2965,56.06,43.41,0.53,05,Arkansas
05,1960,428509,215049,184508,28952,50.19,43.06,6.76,05,Arkansas
05,1956,406572,213277,186287,7008,52.46,45.82,1.72,05,Arkansas
05,1952,404800,226300,177155,1345,55.9,43.76,0.33,05,Arkansas
05,1948,242475,149659,50959,41857,61.72,21.02,17.259999999999998,05,Arkansas
05,1944,212954,148965,63551,438,69.95,29.84,0.21,05,Arkansas
05,1940,200743,158622,42121,0,79.02,20.98,0.0,05,Arkansas
05,1936,179423,146765,32039,619,81.8,17.86,0.34,05,Arkansas
05,1932,220562,189602,28467,2493,85.96,12.91,1.13,05,Arkansas
05,1928,197693,119196,77751,746,60.29,39.33,0.38,05,Arkansas
05,1924,138532,84795,40564,13173,61.21,29.28,9.51,05,Arkansas
05,1920,183637,107409,71117,5111,58.49,38.73,2.78,05,Arkansas
05,1916,170104,112211,48879,9014,65.97,28.73,5.3,05,Arkansas
05,1912,125104,68814,25585,30705,55.01,20.45,24.54,05,Arkansas
05,1908,151822,87015,56624,8183,57.31,37.3,5.39,05,Arkansas
05,1904,116421,64434,46860,5127,55.35,40.25,4.4,05,Arkansas
05,1900,127866,81142,44800,1924,63.46,35.04,1.5,05,Arkansas
05,1896,149347,110103,37512,1732,73.72,25.12,1.16,05,Arkansas
05,1892,148117,87834,47072,13211,59.3,31.78,8.92,05,Arkansas
05,1888,157058,86062,59752,11244,54.8,38.04,7.16,05,Arkansas
05,1884,125779,72734,51198,1847,57.83,40.7,1.47,05,Arkansas
05,1880,107772,60489,41661,5622,56.13,38.66,5.22,05,Arkansas
05,1876,96946,58086,38649,211,59.92,39.87,0.22,05,Arkansas
05,1872,79300,37927,41373,0,47.83,52.17,0.0,05,Arkansas
05,1868,41190,19078,22112,0,46.32,53.68,0.0,05,Arkansas
05,1860,54152,5357,0,48795,9.89,0.0,90.11,05,Arkansas
05,1856,32642,21910,0,10732,67.12,0.0,32.88,05,Arkansas
06,2024,15062521,8857292,5729506,475723,58.8,38.04,3.16,06,California
06,2020,17531845,11110639,6006518,414688,63.37,34.26,2.36,06,California
06,2016,14243449,8753792,4483814,1005843,61.46,31.48,7.0600000000000005,06,California
06,2012,13055815,7854285,4839958,361572,60.16,37.07,2.77,06,California
06,2008,13583083,8274473,5011781,296829,60.92,36.9,2.19,06,California
06,2004,12421859,6745485,5509826,166548,54.3,44.36,1.34,06,California
06,2000,10965856,5861203,4567429,537224,53.45,41.65,4.9,06,California
06,1996,10019484,5119835,3828380,1071269,51.1,38.21,10.69,06,California
06,1992,11131721,5121325,3630574,2379822,46.01,32.61,21.38,06,California
06,1988,9887064,4702233,5054917,129914,47.56,51.13,1.31,06,California
06,1984,9505423,3922519,5467009,115895,41.27,57.51,1.22,06,California
06,1980,8587063,3083661,4524858,978544,35.91,52.69,11.399999999999999,06,California
06,1976,7867117,3742284,3882244,242589,47.57,49.35,3.08,06,California
06,1972,8367862,3475847,4602096,289919,41.54,55.0,3.46,06,California
06,1968,7251587,3244318,3467664,539605,44.74,47.82,7.4399999999999995,06,California
06,1964,7057586,4171877,2879108,6601,59.11,40.79,0.09,06,California
06,1960,6506578,3224099,3259722,22757,49.55,50.1,0.35,06,California
06,1956,5466355,2420135,3027668,18552,44.27,55.39,0.34,06,California
06,1952,5141849,2197548,2897310,46991,42.74,56.35,0.91,06,California
06,1948,4021538,1913134,1895269,213135,47.57,47.13,5.3,06,California
06,1944,3520875,1988564,1512965,19346,56.48,42.97,0.55,06,California
06,1940,3268791,1877618,1351419,39754,57.44,41.34,1.22,06,California
06,1936,2638882,1766836,836431,35615,66.95,31.7,1.35,06,California
06,1932,2267966,1324157,847902,95907,58.39,37.39,4.23,06,California
06,1928,1796656,614365,1162323,19968,34.19,64.69,1.11,06,California
06,1924,1281900,105514,733250,443136,8.23,57.2,34.57,06,California
06,1920,944050,229191,624992,89867,24.28,66.2,9.52,06,California
06,1916,999603,466289,462516,70798,46.65,46.27,7.08,06,California
06,1912,677944,283436,3914,390594,41.81,0.58,57.61,06,California
06,1908,386597,127492,214398,44707,32.98,55.46,11.56,06,California
06,1904,331878,89404,205226,37248,26.94,61.84,11.22,06,California
06,1900,303004,124985,164755,13264,41.25,54.37,4.38,06,California
06,1896,298419,144766,146688,6965,48.51,49.16,2.33,06,California
06,1892,269609,118174,118027,33408,43.83,43.78,12.39,06,California
06,1888,251339,117729,124816,8794,46.84,49.66,3.5,06,California
06,1884,196988,89288,102369,5331,45.33,51.97,2.71,06,California
06,1880,164218,80426,80282,3510,48.98,48.89,2.14,06,California
06,1876,155784,76460,79258,66,49.08,50.88,0.04,06,California
06,1872,95785,40717,54007,1061,42.51,56.38,1.11,06,California
06,1868,108656,54068,54588,0,49.76,50.24,0.0,06,California
06,1864,105890,43837,62053,0,41.4,58.6,0.0,06,California
06,1860,119827,37999,38733,43095,31.71,32.32,35.97,06,California
06,1856,110255,53342,20704,36209,48.38,18.78,32.839999999999996,06,California
08,2024,3189512,1727379,1376905,85228,54.16,43.17,2.68,08,Colorado
08,2020,3256980,1804352,1364607,88021,55.4,41.9,2.7,08,Colorado
08,2016,2780247,1338870,1202484,238893,48.16,43.25,8.59,08,Colorado
08,2012,2571846,1323102,1185243,63501,51.45,46.09,2.47,08,Colorado
08,2008,2401462,1288633,1073629,39200,53.66,44.71,1.63,08,Colorado
08,2004,2130325,1001725,1101256,27344,47.02,51.69,1.28,08,Colorado
08,2000,1741365,738227,883745,119393,42.39,50.75,6.86,08,Colorado
08,1996,1510704,671152,691848,147704,44.43,45.8,9.77,08,Colorado
08,1992,1569180,629681,562850,376649,40.13,35.87,24.0,08,Colorado
08,1988,1372394,621453,728177,22764,45.28,53.06,1.66,08,Colorado
08,1984,1295381,454974,821818,18589,35.12,63.44,1.44,08,Colorado
08,1980,1184415,367973,652264,164178,31.07,55.07,13.86,08,Colorado
08,1976,1081135,460353,584367,36415,42.58,54.05,3.37,08,Colorado
08,1972,953884,329980,597189,26715,34.59,62.61,2.8,08,Colorado
08,1968,811199,335174,409345,66680,41.32,50.46,8.22,08,Colorado
08,1964,776986,476024,296767,4195,61.27,38.19,0.54,08,Colorado
08,1960,736246,330629,402242,3375,44.91,54.63,0.46,08,Colorado
08,1956,663074,263997,394479,4598,39.81,59.49,0.69,08,Colorado
08,1952,630103,245504,379782,4817,38.96,60.27,0.76,08,Colorado
08,1948,515237,267288,239714,8235,51.88,46.52,1.6,08,Colorado
08,1944,505039,234331,268731,1977,46.4,53.21,0.39,08,Colorado
08,1940,549004,265554,279576,3874,48.37,50.92,0.71,08,Colorado
08,1936,488684,295021,181267,12396,60.37,37.09,2.54,08,Colorado
08,1932,457696,250877,189617,17202,54.81,41.43,3.76,08,Colorado
08,1928,392242,133131,253872,5239,33.94,64.72,1.34,08,Colorado
08,1924,342260,75238,195171,71851,21.98,57.02,21.0,08,Colorado
08,1920,292053,104936,173248,13869,35.93,59.32,4.75,08,Colorado
08,1916,294375,178816,102308,13251,60.74,34.75,4.5,08,Colorado
08,1912,266880,114232,58386,94262,42.8,21.88,35.32,08,Colorado
08,1908,263858,126644,123693,13521,48.0,46.88,5.12,08,Colorado
08,1904,243667,100105,134661,8901,41.08,55.26,3.65,08,Colorado
08,1900,221408,122733,93072,5603,55.43,42.04,2.53,08,Colorado
08,1896,189539,161005,26271,2263,84.95,13.86,1.19,08,Colorado
08,1892,93891,0,38620,55271,0.0,41.13,58.87,08,Colorado
08,1888,91946,37549,50772,3625,40.84,55.22,3.94,08,Colorado
08,1884,66519,27723,36084,2712,41.68,54.25,4.08,08,Colorado
08,1880,53546,24647,27450,1449,46.03,51.26,2.71,08,Colorado
09,2024,1758106,991206,736885,30015,56.38,41.91,1.71,09,Connecticut
09,2020,1824456,1080831,715311,28314,59.24,39.21,1.55,09,Connecticut
09,2016,1644920,897572,673215,74133,54.57,40.93,4.51,09,Connecticut
09,2012,1558993,905109,634899,18985,58.06,40.72,1.22,09,Connecticut
09,2008,1646793,997773,629428,19592,60.59,38.22,1.19,09,Connecticut
09,2004,1578769,857488,693826,27455,54.31,43.95,1.74,09,Connecticut
09,2000,1459525,816015,561094,82416,55.91,38.44,5.65,09,Connecticut
09,1996,1392614,735740,483109,173765,52.83,34.69,12.48,09,Connecticut
09,1992,1616332,682318,578313,355701,42.21,35.78,22.009999999999998,09,Connecticut
09,1988,1443394,676584,750241,16569,46.87,51.98,1.15,09,Connecticut
09,1984,1466900,569597,890877,6426,38.83,60.73,0.44,09,Connecticut
09,1980,1406285,541732,677210,187343,38.52,48.16,13.32,09,Connecticut
09,1976,1381526,647895,719261,14370,46.9,52.06,1.04,09,Connecticut
09,1972,1384277,555498,810763,18016,40.13,58.57,1.3,09,Connecticut
09,1968,1256232,621561,556721,77950,49.48,44.32,6.199999999999999,09,Connecticut
09,1964,1218578,826269,390996,1313,67.81,32.09,0.11,09,Connecticut
09,1960,1222883,657055,565813,15,53.73,46.27,0.0,09,Connecticut
09,1956,1117121,405079,711837,205,36.26,63.72,0.02,09,Connecticut
09,1952,1096911,481649,611012,4250,43.91,55.7,0.39,09,Connecticut
09,1948,883518,423297,437754,22467,47.91,49.55,2.54,09,Connecticut
09,1944,831990,435146,390527,6317,52.3,46.94,0.76,09,Connecticut
09,1940,781502,417621,361819,2062,53.44,46.3,0.26,09,Connecticut
09,1936,690723,382129,278685,29909,55.32,40.35,4.33,09,Connecticut
09,1932,594183,281632,288420,24131,47.4,48.54,4.06,09,Connecticut
09,1928,553124,252085,296641,4398,45.57,53.63,0.8,09,Connecticut
09,1924,400295,110184,246322,43789,27.53,61.54,10.94,09,Connecticut
09,1920,365518,120721,229238,15559,33.03,62.72,4.26,09,Connecticut
09,1916,213874,99786,106514,7574,46.66,49.8,3.54,09,Connecticut
09,1912,190404,74561,68324,47519,39.16,35.88,24.950000000000003,09,Connecticut
09,1908,190003,68255,112915,8833,35.92,59.43,4.65,09,Connecticut
09,1904,191128,72909,111089,7130,38.15,58.12,3.73,09,Connecticut
09,1900,180195,74014,102572,3609,41.07,56.92,2.0,09,Connecticut
09,1896,174390,56740,110285,7365,32.54,63.24,4.22,09,Connecticut
09,1892,164595,82395,77032,5168,50.06,46.8,3.1399999999999997,09,Connecticut
09,1888,153978,74920,74584,4474,48.66,48.44,2.91,09,Connecticut
09,1884,137257,67182,65898,4177,48.95,48.01,3.04,09,Connecticut
09,1880,132798,64411,67071,1316,48.5,50.51,0.99,09,Connecticut
09,1876,122134,61927,59033,1174,50.7,48.33,0.96,09,Connecticut
09,1872,96009,45695,50314,0,47.59,52.41,0.0,09,Connecticut
09,1868,98632,47844,50788,0,48.51,51.49,0.0,09,Connecticut
09,1864,86981,42288,44693,0,48.62,51.38,0.0,09,Connecticut
09,1860,80745,17364,43486,19895,21.5,53.86,24.64,09,Connecticut
09,1856,80329,34997,42717,2615,43.57,53.18,3.26,09,Connecticut
10,2024,512912,289758,214351,8803,56.49,41.79,1.71,10,Delaware
10,2020,504346,296268,200603,7475,58.74,39.77,1.48,10,Delaware
10,2016,443814,235603,185127,23084,53.09,41.71,5.2,10,Delaware
10,2012,413921,242584,165484,5853,58.61,39.98,1.41,10,Delaware
10,2008,412616,255459,152374,4783,61.91,36.93,1.16,10,Delaware
10,2004,375270,200152,171660,3458,53.34,45.74,0.92,10,Delaware
10,2000,327622,180068,137288,10266,54.96,41.9,3.14,10,Delaware
10,1996,271084,140355,99062,31667,51.78,36.54,11.68,10,Delaware
10,1992,289735,126054,102313,61368,43.51,35.31,21.18,10,Delaware
10,1988,249891,108647,139639,1605,43.48,55.88,0.64,10,Delaware
10,1984,254572,101656,152190,726,39.93,59.78,0.29,10,Delaware
10,1980,235668,105754,111252,18662,44.87,47.21,7.92,10,Delaware
10,1976,235834,122596,109831,3407,51.98,46.57,1.44,10,Delaware
10,1972,235516,92283,140357,2876,39.18,59.6,1.22,10,Delaware
10,1968,214367,89194,96714,28459,41.61,45.12,13.28,10,Delaware
10,1964,201320,122704,78078,538,60.95,38.78,0.27,10,Delaware
10,1960,196683,99590,96373,720,50.63,49.0,0.37,10,Delaware
10,1956,177988,79421,98057,510,44.62,55.09,0.29,10,Delaware
10,1952,174025,83315,90059,651,47.88,51.75,0.37,10,Delaware
10,1948,139073,67813,69588,1672,48.76,50.04,1.2,10,Delaware
10,1944,125361,68166,56747,448,54.38,45.27,0.36,10,Delaware
10,1940,136374,74599,61440,335,54.7,45.05,0.25,10,Delaware
10,1936,127603,69702,57236,665,54.62,44.85,0.52,10,Delaware
10,1932,112901,54319,57073,1509,48.11,50.55,1.34,10,Delaware
10,1928,105891,36643,68860,388,34.6,65.03,0.37,10,Delaware
10,1924,90885,33445,52441,4999,36.8,57.7,5.5,10,Delaware
10,1920,94875,39911,52858,2106,42.07,55.71,2.22,10,Delaware
10,1916,51810,24753,26011,1046,47.78,50.2,2.02,10,Delaware
10,1912,48694,22631,15998,10065,46.48,32.85,20.67,10,Delaware
10,1908,48007,22055,25014,938,45.94,52.1,1.95,10,Delaware
10,1904,43856,19347,23705,804,44.11,54.05,1.83,10,Delaware
10,1900,41989,18852,22535,602,44.9,53.67,1.43,10,Delaware
10,1896,38456,16574,20450,1432,43.1,53.18,3.72,10,Delaware
10,1892,37235,18581,18077,577,49.9,48.55,1.55,10,Delaware
10,1888,29764,16414,12950,400,55.15,43.51,1.34,10,Delaware
10,1884,29984,16957,12953,74,56.55,43.2,0.25,10,Delaware
10,1880,29458,15181,14148,129,51.53,48.03,0.44,10,Delaware
10,1876,24133,13381,10752,0,55.45,44.55,0.0,10,Delaware
10,1872,21822,10205,11129,488,46.76,51.0,2.24,10,Delaware
10,1868,18571,10957,7614,0,59.0,41.0,0.0,10,Delaware
10,1864,16922,8767,8155,0,51.81,48.19,0.0,10,Delaware
10,1860,16115,1066,3822,11227,6.61,23.72,69.67,10,Delaware
10,1856,14598,8004,310,6284,54.83,2.12,43.050000000000004,10,Delaware
12,2024,10932633,4680896,6109564,142173,42.82,55.88,1.3,12,Florida
12,2020,11092221,5297045,5668731,126445,47.75,51.11,1.14,12,Florida
12,2016,9502747,4504975,4617886,379886,47.41,48.6,4.0,12,Florida
12,2012,8492175,4237756,4163447,90972,49.9,49.03,1.07,12,Florida
12,2008,8412248,4282367,4046219,83662,50.91,48.1,0.99,12,Florida
12,2004,7609810,3583544,3964522,61744,47.09,52.1,0.81,12,Florida
12,2000,5963110,2912253,2912790,138067,48.84,48.85,2.31,12,Florida
12,1996,5303794,2546870,2244536,512388,48.02,42.32,9.66,12,Florida
12,1992,5314392,2072698,2173310,1068384,39.0,40.89,20.11,12,Florida
12,1988,4302313,1656701,2618885,26727,38.51,60.87,0.62,12,Florida
12,1984,4180051,1448816,2730350,885,34.66,65.32,0.02,12,Florida
12,1980,3687026,1419475,2046951,220600,38.5,55.52,5.9799999999999995,12,Florida
12,1976,3150631,1636000,1469531,45100,51.93,46.64,1.43,12,Florida
12,1972,2583283,718117,1857759,7407,27.8,71.91,0.29,12,Florida
12,1968,2187805,676794,886804,624207,30.93,40.53,28.53,12,Florida
12,1964,1854481,948540,905941,0,51.15,48.85,0.0,12,Florida
12,1960,1544176,748700,795476,0,48.49,51.51,0.0,12,Florida
12,1956,1124220,480371,643849,0,42.73,57.27,0.0,12,Florida
12,1952,989337,444950,544036,351,44.97,54.99,0.04,12,Florida
12,1948,577643,281988,194280,101375,48.82,33.63,17.549999999999997,12,Florida
12,1944,482592,339377,143215,0,70.32,29.68,0.0,12,Florida
12,1940,485492,359334,126158,0,74.01,25.99,0.0,12,Florida
12,1936,327432,249117,78248,67,76.08,23.9,0.02,12,Florida
12,1932,276252,206307,69170,775,74.68,25.04,0.28,12,Florida
12,1928,253674,101764,144168,7742,40.12,56.83,3.05,12,Florida
12,1924,109154,62083,30633,16438,56.88,28.06,15.06,12,Florida
12,1920,145681,90515,44853,10313,62.13,30.79,7.08,12,Florida
12,1916,80734,55984,14611,10139,69.34,18.1,12.56,12,Florida
12,1912,50837,35343,4279,11215,69.52,8.42,22.060000000000002,12,Florida
12,1908,49360,31104,10654,7602,63.01,21.58,15.4,12,Florida
12,1904,39309,27046,8314,3949,68.8,21.15,10.05,12,Florida
12,1900,39649,28273,7355,4021,71.31,18.55,10.14,12,Florida
12,1896,46488,32756,11298,2434,70.46,24.3,5.24,12,Florida
12,1892,35471,30153,0,5318,85.01,0.0,14.99,12,Florida
12,1888,66500,39557,26529,414,59.48,39.89,0.62,12,Florida
12,1884,59990,31769,28031,190,52.96,46.73,0.32,12,Florida
12,1880,51618,27964,23654,0,54.17,45.83,0.0,12,Florida
12,1876,46776,22927,23849,0,49.01,50.99,0.0,12,Florida
12,1872,33190,15427,17763,0,46.48,53.52,0.0,12,Florida
12,1860,13301,223,0,13078,1.68,0.0,98.33,12,Florida
12,1856,11191,6358,0,4833,56.81,0.0,43.19,12,Florida
13,2024,5250041,2548014,2663114,38913,48.53,50.73,0.74,13,Georgia
13,2020,4999960,2473633,2461854,64473,49.47,49.24,1.29,13,Georgia
13,2016,4146825,1877963,2089104,179758,45.29,50.38,4.34,13,Georgia
13,2012,3908369,1773827,2078688,55854,45.39,53.19,1.43,13,Georgia
13,2008,3932158,1844123,2048759,39276,46.9,52.1,1.0,13,Georgia
13,2004,3304481,1366149,1914254,24078,41.34,57.93,0.73,13,Georgia
13,2000,2596804,1116230,1419720,60854,42.98,54.67,2.35,13,Georgia
13,1996,2299071,1053849,1080843,164379,45.84,47.01,7.15,13,Georgia
13,1992,2321133,1008966,995252,316915,43.47,42.88,13.65,13,Georgia
13,1988,1809672,714792,1081331,13549,39.5,59.75,0.75,13,Georgia
13,1984,1776093,706628,1068722,743,39.79,60.17,0.04,13,Georgia
13,1980,1597467,890733,654168,52566,55.76,40.95,3.29,13,Georgia
13,1976,1467458,979409,483743,4306,66.74,32.96,0.29,13,Georgia
13,1972,1174772,289529,881496,3747,24.65,75.04,0.32,13,Georgia
13,1968,1250266,334440,380111,535715,26.75,30.4,42.839999999999996,13,Georgia
13,1964,1139336,522557,616584,195,45.87,54.12,0.02,13,Georgia
13,1960,733349,458638,274472,239,62.54,37.43,0.03,13,Georgia
13,1956,663480,441094,216652,5734,66.48,32.65,0.86,13,Georgia
13,1952,655803,456823,198979,1,69.66,30.34,0.0,13,Georgia
13,1948,418764,254646,76691,87427,60.81,18.31,20.88,13,Georgia
13,1944,328109,268187,59880,42,81.74,18.25,0.01,13,Georgia
13,1940,312551,265194,46360,997,84.85,14.83,0.32,13,Georgia
13,1936,293178,255364,36942,872,87.1,12.6,0.3,13,Georgia
13,1932,255590,234118,19863,1609,91.6,7.77,0.63,13,Georgia
13,1928,229158,129602,99368,188,56.56,43.36,0.08,13,Georgia
13,1924,166577,123200,30300,13077,73.96,18.19,7.8500000000000005,13,Georgia
13,1920,148716,107162,41089,465,72.06,27.63,0.31,13,Georgia
13,1916,160681,127754,11294,21633,79.51,7.03,13.46,13,Georgia
13,1912,121470,93087,5191,23192,76.63,4.27,19.09,13,Georgia
13,1908,132504,72350,41355,18799,54.6,31.21,14.19,13,Georgia
13,1904,130986,83466,24004,23516,63.72,18.33,17.95,13,Georgia
13,1900,121410,81180,34260,5970,66.86,28.22,4.92,13,Georgia
13,1896,162480,93885,59395,9200,57.78,36.56,5.66,13,Georgia
13,1892,223126,129446,48408,45272,58.01,21.7,20.29,13,Georgia
13,1888,142936,100493,40499,1944,70.31,28.33,1.36,13,Georgia
13,1884,143610,94667,48603,340,65.92,33.84,0.24,13,Georgia
13,1880,157451,102981,54470,0,65.41,34.59,0.0,13,Georgia
13,1876,180690,130157,50533,0,72.03,27.97,0.0,13,Georgia
13,1872,138906,76356,62550,0,54.97,45.03,0.0,13,Georgia
13,1868,159816,102707,57109,0,64.27,35.73,0.0,13,Georgia
13,1860,106717,11581,0,95136,10.85,0.0,89.15,13,Georgia
13,1856,99020,56581,0,42439,57.14,0.0,42.86,13,Georgia
15,2024,516701,313044,193661,9996,60.59,37.48,1.93,15,Hawaii
15,2020,574469,366130,196864,11475,63.73,34.27,2.0,15,Hawaii
