fips,year,total_votes,dem_votes,rep_votes,ind_votes,dem_pct,rep_pct,ind_pct,state,state_name
24,1900,264434,122238,136185,6011,46.23,51.5,2.27,24,Maryland
24,1896,250249,104150,136959,9140,41.62,54.73,3.65,24,Maryland
24,1892,213275,113866,92736,6673,53.39,43.48,3.13,24,Maryland
24,1888,210941,106188,99986,4767,50.34,47.4,2.26,24,Maryland
24,1884,186019,96866,85748,3405,52.07,46.1,1.83,24,Maryland
24,1880,172221,93706,78515,0,54.41,45.59,0.0,24,Maryland
24,1876,163759,91779,71980,0,56.05,43.95,0.0,24,Maryland
24,1872,134447,67687,66760,0,50.34,49.66,0.0,24,Maryland
24,1868,92795,62357,30438,0,67.2,32.8,0.0,24,Maryland
24,1864,72892,32739,40153,0,44.91,55.09,0.0,24,Maryland
24,1860,92502,5966,2294,84242,6.45,2.48,91.07,24,Maryland
24,1856,86860,39123,285,47452,45.04,0.33,54.63,24,Maryland
25,2024,3381110,2072304,1234783,74023,61.29,36.52,2.19,25,Massachusetts
25,2020,3631402,2382202,1167202,81998,65.6,32.14,2.26,25,Massachusetts
25,2016,3325046,1995196,1090893,238957,60.01,32.81,7.18,25,Massachusetts
25,2012,3167767,1921761,1188460,57546,60.67,37.52,1.82,25,Massachusetts
25,2008,3081069,1904098,1108854,68117,61.8,35.99,2.21,25,Massachusetts
25,2004,2912388,1803800,1071109,37479,61.94,36.78,1.29,25,Massachusetts
25,2000,2702984,1616487,878502,207995,59.8,32.5,7.6899999999999995,25,Massachusetts
25,1996,2556785,1571763,718107,266915,61.47,28.09,10.440000000000001,25,Massachusetts
25,1992,2773574,1318662,805049,649863,47.54,29.03,23.43,25,Massachusetts
25,1988,2632805,1401415,1194635,36755,53.23,45.37,1.4,25,Massachusetts
25,1984,2559453,1239606,1310936,8911,48.43,51.22,0.35,25,Massachusetts
25,1980,2524298,1053802,1057631,412865,41.75,41.9,16.35,25,Massachusetts
25,1976,2547558,1429475,1030276,87807,56.11,40.44,3.45,25,Massachusetts
25,1972,2458756,1332540,1112078,14138,54.2,45.23,0.58,25,Massachusetts
25,1968,2331752,1469218,766844,95690,63.01,32.89,4.1,25,Massachusetts
25,1964,2344798,1786422,549727,8649,76.19,23.44,0.37,25,Massachusetts
25,1960,2469480,1487174,976750,5556,60.22,39.55,0.22,25,Massachusetts
25,1956,2348506,948190,1393197,7119,40.37,59.32,0.3,25,Massachusetts
25,1952,2383398,1083525,1292325,7548,45.46,54.22,0.32,25,Massachusetts
25,1948,2107146,1151788,909370,45988,54.66,43.16,2.18,25,Massachusetts
25,1944,1960665,1035296,921350,4019,52.8,46.99,0.2,25,Massachusetts
25,1940,2026993,1076522,939700,10771,53.11,46.36,0.53,25,Massachusetts
25,1936,1840357,942716,768613,129028,51.22,41.76,7.01,25,Massachusetts
25,1932,1580114,800148,736959,43007,50.64,46.64,2.72,25,Massachusetts
25,1928,1577823,792758,775566,9499,50.24,49.15,0.6,25,Massachusetts
25,1924,1129837,280831,703476,145530,24.86,62.26,12.88,25,Massachusetts
25,1920,993718,276691,681153,35874,27.84,68.55,3.61,25,Massachusetts
25,1916,531832,247894,268784,15154,46.61,50.54,2.85,25,Massachusetts
25,1912,488057,173408,155948,158701,35.53,31.95,32.52,25,Massachusetts
25,1908,456919,155543,265966,35410,34.04,58.21,7.75,25,Massachusetts
25,1904,445109,165746,257822,21541,37.24,57.92,4.84,25,Massachusetts
25,1900,414804,156997,238866,18941,37.85,57.59,4.57,25,Massachusetts
25,1896,401568,105711,278976,16881,26.32,69.47,4.2,25,Massachusetts
25,1892,391028,176813,202814,11401,45.22,51.87,2.9099999999999997,25,Massachusetts
25,1888,344243,151590,183892,8761,44.04,53.42,2.55,25,Massachusetts
25,1884,303383,122352,146724,34307,40.33,48.36,11.31,25,Massachusetts
25,1880,282265,111720,165198,5347,39.58,58.53,1.89,25,Massachusetts
25,1876,259620,108777,150064,779,41.9,57.8,0.3,25,Massachusetts
25,1872,192864,59195,133455,214,30.69,69.2,0.11,25,Massachusetts
25,1868,195508,59103,136379,26,30.23,69.76,0.01,25,Massachusetts
25,1864,175490,48745,126742,3,27.78,72.22,0.0,25,Massachusetts
25,1860,169876,34370,106684,28822,20.23,62.8,16.97,25,Massachusetts
25,1856,170048,39244,108172,22632,23.08,63.61,13.309999999999999,25,Massachusetts
26,2024,5651652,2731759,2810744,109149,48.34,49.73,1.93,26,Michigan
26,2020,5547186,2804045,2649864,93277,50.55,47.77,1.68,26,Michigan
26,2016,4824542,2268839,2279543,276160,47.03,47.25,5.72,26,Michigan
26,2012,4745316,2564569,2115256,65491,54.04,44.58,1.38,26,Michigan
26,2008,5010606,2872579,2048639,89388,57.33,40.89,1.78,26,Michigan
26,2004,4839252,2479183,2313746,46323,51.23,47.81,0.96,26,Michigan
26,2000,4232711,2170418,1953139,109154,51.28,46.14,2.58,26,Michigan
26,1996,3848844,1989653,1481212,377979,51.69,38.48,9.82,26,Michigan
26,1992,4274673,1871182,1554940,848551,43.77,36.38,19.86,26,Michigan
26,1988,3669163,1675783,1965486,27894,45.67,53.57,0.76,26,Michigan
26,1984,3801658,1529638,2251571,20449,40.24,59.23,0.54,26,Michigan
26,1980,3909725,1661532,1915225,332968,42.5,48.99,8.52,26,Michigan
26,1976,3653749,1696714,1893742,63293,46.44,51.83,1.73,26,Michigan
26,1972,3490325,1459435,1961721,69169,41.81,56.2,1.98,26,Michigan
26,1968,3306250,1593082,1370665,342503,48.18,41.46,10.36,26,Michigan
26,1964,3203102,2136615,1060152,6335,66.7,33.1,0.2,26,Michigan
26,1960,3318097,1687269,1620428,10400,50.85,48.84,0.32,26,Michigan
26,1956,3080468,1359898,1713647,6923,44.15,55.63,0.22,26,Michigan
26,1952,2798592,1230657,1551529,16406,43.97,55.44,0.59,26,Michigan
26,1948,2109609,1003448,1038595,67566,47.57,49.23,3.2,26,Michigan
26,1944,2205223,1106899,1084423,13901,50.19,49.18,0.63,26,Michigan
26,1940,2085929,1032991,1039917,13021,49.52,49.85,0.62,26,Michigan
26,1936,1805098,1016794,699733,88571,56.33,38.76,4.91,26,Michigan
26,1932,1664765,871700,739894,53171,52.36,44.44,3.19,26,Michigan
26,1928,1372082,396762,965396,9924,28.92,70.36,0.72,26,Michigan
26,1924,1160419,152359,874631,133429,13.13,75.37,11.49,26,Michigan
26,1920,1048411,233450,762865,52096,22.27,72.76,4.97,26,Michigan
26,1916,650973,286775,339097,25101,44.05,52.09,3.86,26,Michigan
26,1912,550976,150751,152244,247981,27.36,27.63,45.010000000000005,26,Michigan
26,1908,541830,175771,335580,30479,32.44,61.93,5.63,26,Michigan
26,1904,525027,135392,364957,24678,25.79,69.51,4.7,26,Michigan
26,1900,544379,211685,316269,16425,38.89,58.1,3.02,26,Michigan
26,1896,545585,237166,293336,15083,43.47,53.77,2.76,26,Michigan
26,1892,466045,201624,222708,41713,43.26,47.79,8.95,26,Michigan
26,1888,475356,213469,236387,25500,44.91,49.73,5.36,26,Michigan
26,1884,401186,189361,192669,19156,47.2,48.02,4.77,26,Michigan
26,1880,353079,131597,185335,36147,37.27,52.49,10.24,26,Michigan
26,1876,318450,141685,166901,9864,44.49,52.41,3.1,26,Michigan
26,1872,221455,78551,138758,4146,35.47,62.66,1.87,26,Michigan
26,1868,225620,97060,128560,0,43.02,56.98,0.0,26,Michigan
26,1864,147662,68513,79149,0,46.4,53.6,0.0,26,Michigan
26,1860,154549,64889,88450,1210,41.99,57.23,0.78,26,Michigan
26,1856,125561,52139,71762,1660,41.52,57.15,1.32,26,Michigan
27,2024,3253877,1656968,1519017,77892,50.92,46.68,2.4,27,Minnesota
27,2020,3277171,1717077,1484065,76029,52.4,45.28,2.32,27,Minnesota
27,2016,2945233,1367825,1323232,254176,46.44,44.93,8.63,27,Minnesota
27,2012,2936561,1546167,1320225,70169,52.65,44.96,2.39,27,Minnesota
27,2008,2910369,1573354,1275409,61606,54.06,43.82,2.12,27,Minnesota
27,2004,2828387,1445014,1346695,36678,51.09,47.61,1.3,27,Minnesota
27,2000,2438685,1168266,1109659,160760,47.91,45.5,6.6,27,Minnesota
27,1996,2192640,1120438,766476,305726,51.1,34.96,13.94,27,Minnesota
27,1992,2347948,1020997,747841,579110,43.48,31.85,24.67,27,Minnesota
27,1988,2096790,1109471,962337,24982,52.91,45.9,1.19,27,Minnesota
27,1984,2084449,1036364,1032603,15482,49.72,49.54,0.74,27,Minnesota
27,1980,2051953,954174,873241,224538,46.5,42.56,10.94,27,Minnesota
27,1976,1949931,1070440,819395,60096,54.9,42.02,3.08,27,Minnesota
27,1972,1741652,802346,898269,41037,46.07,51.58,2.36,27,Minnesota
27,1968,1588510,857738,658643,72129,54.0,41.46,4.54,27,Minnesota
27,1964,1554462,991117,559624,3721,63.76,36.0,0.24,27,Minnesota
27,1960,1541887,779933,757915,4039,50.58,49.16,0.26,27,Minnesota
27,1956,1340005,617525,719302,3178,46.08,53.68,0.24,27,Minnesota
27,1952,1379483,608458,763211,7814,44.11,55.33,0.57,27,Minnesota
27,1948,1212226,692966,483617,35643,57.16,39.89,2.94,27,Minnesota
27,1944,1125529,589864,527416,8249,52.41,46.86,0.73,27,Minnesota
27,1940,1251188,644196,596274,10718,51.49,47.66,0.86,27,Minnesota
27,1936,1129975,698811,350461,80703,61.84,31.01,7.14,27,Minnesota
27,1932,1002843,600806,363959,38078,59.91,36.29,3.8,27,Minnesota
27,1928,970976,396451,560977,13548,40.83,57.77,1.4,27,Minnesota
27,1924,822146,55913,420759,345474,6.8,51.18,42.019999999999996,27,Minnesota
27,1920,735838,142994,519421,73423,19.43,70.59,9.98,27,Minnesota
27,1916,387364,179152,179544,28668,46.25,46.35,7.4,27,Minnesota
27,1912,334219,106426,64334,163459,31.84,19.25,48.91,27,Minnesota
27,1908,331304,109401,195843,26060,33.02,59.11,7.87,27,Minnesota
27,1904,292860,55187,216651,21022,18.84,73.98,7.18,27,Minnesota
27,1900,316311,112901,190461,12949,35.69,60.21,4.09,27,Minnesota
27,1896,341762,139735,193503,8524,40.89,56.62,2.49,27,Minnesota
27,1892,267238,100920,122823,43495,37.76,45.96,16.28,27,Minnesota
27,1888,263285,104385,142492,16408,39.65,54.12,6.23,27,Minnesota
27,1884,190017,70065,111685,8267,36.87,58.78,4.35,27,Minnesota
27,1880,150770,53315,93902,3553,35.36,62.28,2.36,27,Minnesota
27,1876,124075,48587,72955,2533,39.16,58.8,2.04,27,Minnesota
27,1872,90919,35211,55708,0,38.73,61.27,0.0,27,Minnesota
27,1868,71818,28096,43722,0,39.12,60.88,0.0,27,Minnesota
27,1864,42422,17367,25055,0,40.94,59.06,0.0,27,Minnesota
27,1860,34737,11920,22069,748,34.31,63.53,2.15,27,Minnesota
28,2024,1125079,420926,689451,14702,37.41,61.28,1.31,28,Mississippi
28,2020,1314475,539398,756764,18313,41.04,57.57,1.3900000000000001,28,Mississippi
28,2016,1211088,485131,700714,25243,40.06,57.86,2.08,28,Mississippi
28,2012,1285584,562949,710746,11889,43.79,55.29,0.92,28,Mississippi
28,2008,1289939,554662,724597,10680,43.0,56.17,0.83,28,Mississippi
28,2004,1152365,458094,684981,9290,39.75,59.44,0.81,28,Mississippi
28,2000,994926,404964,573230,16732,40.7,57.62,1.68,28,Mississippi
28,1996,893857,394022,439838,59997,44.08,49.21,6.71,28,Mississippi
28,1992,981793,400258,487793,93742,40.77,49.68,9.55,28,Mississippi
28,1988,931527,363921,557890,9716,39.07,59.89,1.04,28,Mississippi
28,1984,940192,352192,581477,6523,37.46,61.85,0.69,28,Mississippi
28,1980,892620,429281,441089,22250,48.09,49.42,2.49,28,Mississippi
28,1976,769360,381309,366846,21205,49.56,47.68,2.76,28,Mississippi
28,1972,645963,126782,505125,14056,19.63,78.2,2.18,28,Mississippi
28,1968,654509,150644,88516,415349,23.02,13.52,63.46,28,Mississippi
28,1964,409146,52618,356528,0,12.86,87.14,0.0,28,Mississippi
28,1960,298171,108362,73561,116248,36.34,24.67,38.99,28,Mississippi
28,1956,248149,144498,60685,42966,58.23,24.46,17.31,28,Mississippi
28,1952,285532,172566,112966,0,60.44,39.56,0.0,28,Mississippi
28,1948,192190,19384,5043,167763,10.09,2.62,87.29,28,Mississippi
28,1944,180080,168479,11601,0,93.56,6.44,0.0,28,Mississippi
28,1940,175824,168267,7364,193,95.7,4.19,0.11,28,Mississippi
28,1936,162142,157333,4467,342,97.03,2.75,0.21,28,Mississippi
28,1932,146034,140168,5180,686,95.98,3.55,0.47,28,Mississippi
28,1928,151692,124539,27153,0,82.1,17.9,0.0,28,Mississippi
28,1924,112462,100474,8494,3494,89.34,7.55,3.11,28,Mississippi
28,1920,82492,69277,11576,1639,83.98,14.03,1.99,28,Mississippi
28,1916,86679,80422,4253,2004,92.78,4.91,2.31,28,Mississippi
28,1912,64483,57324,1560,5599,88.9,2.42,8.68,28,Mississippi
28,1908,66904,60287,4363,2254,90.11,6.52,3.37,28,Mississippi
28,1904,58721,53480,3280,1961,91.07,5.59,3.34,28,Mississippi
28,1900,59055,51706,5707,1642,87.56,9.66,2.78,28,Mississippi
28,1896,69591,63355,4819,1417,91.04,6.92,2.04,28,Mississippi
28,1892,52519,40030,1398,11091,76.22,2.66,21.12,28,Mississippi
28,1888,115786,85451,30095,240,73.8,25.99,0.21,28,Mississippi
28,1884,120688,77653,43035,0,64.34,35.66,0.0,28,Mississippi
28,1880,117068,75750,34844,6474,64.71,29.76,5.53,28,Mississippi
28,1876,164776,112173,52603,0,68.08,31.92,0.0,28,Mississippi
28,1872,129457,47282,82175,0,36.52,63.48,0.0,28,Mississippi
28,1860,69095,3282,0,65813,4.75,0.0,95.25,28,Mississippi
28,1856,59647,35456,0,24191,59.44,0.0,40.56,28,Mississippi
29,2024,2979048,1190806,1739020,49222,39.97,58.38,1.65,29,Missouri
29,2020,3030748,1253014,1718736,58998,41.34,56.71,1.95,29,Missouri
29,2016,2828266,1071068,1594511,162687,37.87,56.38,5.75,29,Missouri
29,2012,2763689,1223796,1482440,57453,44.28,53.64,2.08,29,Missouri
29,2008,2929111,1441911,1445814,41386,49.23,49.36,1.41,29,Missouri
29,2004,2731364,1259171,1455713,16480,46.1,53.3,0.6,29,Missouri
29,2000,2359892,1111138,1189924,58830,47.08,50.42,2.4899999999999998,29,Missouri
29,1996,2158065,1025935,890016,242114,47.54,41.24,11.22,29,Missouri
29,1992,2391565,1053873,811159,526533,44.07,33.92,22.02,29,Missouri
29,1988,2093228,1001619,1084953,6656,47.85,51.83,0.32,29,Missouri
29,1984,2122771,848583,1274188,0,39.98,60.02,0.0,29,Missouri
29,1980,2099824,931182,1074181,94461,44.35,51.16,4.5,29,Missouri
29,1976,1953600,998387,927443,27770,51.1,47.47,1.42,29,Missouri
29,1972,1852589,698531,1154058,0,37.71,62.29,0.0,29,Missouri
29,1968,1809502,791444,811932,206126,43.74,44.87,11.39,29,Missouri
29,1964,1817879,1164344,653535,0,64.05,35.95,0.0,29,Missouri
29,1960,1934422,972201,962221,0,50.26,49.74,0.0,29,Missouri
29,1956,1832562,918273,914289,0,50.11,49.89,0.0,29,Missouri
29,1952,1892062,929830,959429,2803,49.14,50.71,0.15,29,Missouri
29,1948,1578628,917315,655039,6274,58.11,41.49,0.39,29,Missouri
29,1944,1572474,807804,761524,3146,51.37,48.43,0.2,29,Missouri
29,1940,1833729,958476,871009,4244,52.27,47.5,0.23,29,Missouri
29,1936,1828635,1111043,697891,19701,60.76,38.16,1.08,29,Missouri
29,1932,1609894,1025406,564713,19775,63.69,35.08,1.23,29,Missouri
29,1928,1500721,662562,834080,4079,44.15,55.58,0.27,29,Missouri
29,1924,1307958,572753,648486,86719,43.79,49.58,6.63,29,Missouri
29,1920,1332800,574799,727162,30839,43.13,54.56,2.31,29,Missouri
29,1916,786769,398032,369339,19398,50.59,46.94,2.47,29,Missouri
29,1912,698566,330746,207821,159999,47.35,29.75,22.9,29,Missouri
29,1908,715927,346574,347203,22150,48.41,48.5,3.09,29,Missouri
29,1904,643861,296312,321449,26100,46.02,49.93,4.05,29,Missouri
29,1900,683656,351922,314092,17642,51.48,45.94,2.58,29,Missouri
29,1896,673906,363667,304940,5299,53.96,45.25,0.79,29,Missouri
29,1892,541583,268400,227646,45537,49.56,42.03,8.41,29,Missouri
29,1888,521360,261943,236252,23165,50.24,45.31,4.44,29,Missouri
29,1884,441268,236023,203081,2164,53.49,46.02,0.49,29,Missouri
29,1880,397289,208600,153647,35042,52.51,38.67,8.82,29,Missouri
29,1876,350610,202086,145027,3497,57.64,41.36,1.0,29,Missouri
29,1872,273059,151434,119196,2429,55.46,43.65,0.89,29,Missouri
29,1868,152488,65628,86860,0,43.04,56.96,0.0,29,Missouri
29,1864,104346,31596,72750,0,30.28,69.72,0.0,29,Missouri
29,1860,165563,58801,17028,89734,35.52,10.28,54.2,29,Missouri
29,1856,106486,57964,0,48522,54.43,0.0,45.57,29,Missouri
30,2024,602832,231858,351998,18976,38.46,58.39,3.15,30,Montana
30,2020,605570,244786,343602,17182,40.42,56.74,2.84,30,Montana
30,2016,501822,177709,279240,44873,35.41,55.65,8.940000000000001,30,Montana
30,2012,484484,201839,267928,14717,41.66,55.3,3.04,30,Montana
30,2008,492750,232159,243882,16709,47.11,49.49,3.39,30,Montana
30,2004,450445,173710,266063,10672,38.56,59.07,2.37,30,Montana
30,2000,410997,137126,240178,33693,33.36,58.44,8.2,30,Montana
30,1996,407261,167922,179652,59687,41.23,44.11,14.65,30,Montana
30,1992,410611,154507,144207,111897,37.63,35.12,27.25,30,Montana
30,1988,365674,168936,190412,6326,46.2,52.07,1.73,30,Montana
30,1984,384377,146742,232450,5185,38.18,60.47,1.35,30,Montana
30,1980,363952,118032,206814,39106,32.43,56.82,10.75,30,Montana
30,1976,328734,149259,173703,5772,45.4,52.84,1.76,30,Montana
30,1972,317603,120197,183976,13430,37.85,57.93,4.23,30,Montana
30,1968,274404,114117,138835,21452,41.59,50.6,7.8100000000000005,30,Montana
30,1964,278628,164246,113032,1350,58.95,40.57,0.48,30,Montana
30,1960,277579,134891,141841,847,48.6,51.1,0.31,30,Montana
30,1956,271171,116238,154933,0,42.87,57.13,0.0,30,Montana
30,1952,265037,106213,157394,1430,40.07,59.39,0.54,30,Montana
30,1948,224278,119071,96770,8437,53.09,43.15,3.76,30,Montana
30,1944,207355,112556,93163,1636,54.28,44.93,0.79,30,Montana
30,1940,247873,145698,99579,2596,58.78,40.17,1.05,30,Montana
30,1936,230512,159690,63598,7224,69.28,27.59,3.13,30,Montana
30,1932,216479,127286,78078,11115,58.8,36.07,5.13,30,Montana
30,1928,194108,78578,113300,2230,40.48,58.37,1.15,30,Montana
30,1924,174423,33805,74138,66480,19.38,42.5,38.11,30,Montana
30,1920,179006,57372,109430,12204,32.05,61.13,6.82,30,Montana
30,1916,177679,101063,66750,9866,56.88,37.57,5.55,30,Montana
30,1912,79826,27941,18512,33373,35.0,23.19,41.81,30,Montana
30,1908,68822,29326,32333,7163,42.61,46.98,10.41,30,Montana
30,1904,64444,21773,34932,7739,33.79,54.21,12.01,30,Montana
30,1900,63856,37311,25409,1136,58.43,39.79,1.78,30,Montana
30,1896,53330,42628,10509,193,79.93,19.71,0.36,30,Montana
30,1892,44461,17690,18871,7900,39.79,42.44,17.76,30,Montana
31,2024,931163,361949,557156,12058,38.87,59.83,1.29,31,Nebraska
31,2020,956383,374583,556846,24954,39.17,58.22,2.61,31,Nebraska
31,2016,844232,284494,495961,63777,33.7,58.75,7.55,31,Nebraska
31,2012,794379,302081,475064,17234,38.03,59.8,2.17,31,Nebraska
31,2008,801281,333319,452979,14983,41.6,56.53,1.87,31,Nebraska
31,2004,778186,254328,512814,11044,32.68,65.9,1.42,31,Nebraska
31,2000,697019,231780,433862,31377,33.25,62.25,4.5,31,Nebraska
31,1996,677415,236761,363467,77187,34.95,53.65,11.389999999999999,31,Nebraska
31,1992,739283,217344,344346,177593,29.4,46.58,24.02,31,Nebraska
31,1988,662372,259646,398447,4279,39.2,60.15,0.65,31,Nebraska
31,1984,652090,187866,460054,4170,28.81,70.55,0.64,31,Nebraska
31,1980,640854,166851,419937,54066,26.04,65.53,8.44,31,Nebraska
31,1976,607668,233692,359705,14271,38.46,59.19,2.35,31,Nebraska
31,1972,576289,169991,406298,0,29.5,70.5,0.0,31,Nebraska
31,1968,536851,170784,321163,44904,31.81,59.82,8.36,31,Nebraska
31,1964,584154,307307,276847,0,52.61,47.39,0.0,31,Nebraska
31,1960,613095,232542,380553,0,37.93,62.07,0.0,31,Nebraska
31,1956,577137,199029,378108,0,34.49,65.51,0.0,31,Nebraska
31,1952,609660,188057,421603,0,30.85,69.15,0.0,31,Nebraska
31,1948,488940,224165,264774,1,45.85,54.15,0.0,31,Nebraska
31,1944,563126,233246,329880,0,41.42,58.58,0.0,31,Nebraska
31,1940,615878,263677,352201,0,42.81,57.19,0.0,31,Nebraska
31,1936,608023,347445,247731,12847,57.14,40.74,2.11,31,Nebraska
31,1932,570137,359082,201177,9878,62.98,35.29,1.73,31,Nebraska
31,1928,547144,197959,345745,3440,36.18,63.19,0.63,31,Nebraska
31,1924,464173,137289,218585,108299,29.58,47.09,23.33,31,Nebraska
31,1920,382743,119608,247498,15637,31.25,64.66,4.09,31,Nebraska
31,1916,287315,158827,117771,10717,55.28,40.99,3.73,31,Nebraska
31,1912,249483,109008,54226,86249,43.69,21.74,34.57,31,Nebraska
31,1908,266799,131099,126997,8703,49.14,47.6,3.26,31,Nebraska
31,1904,225732,52921,138558,34253,23.44,61.38,15.17,31,Nebraska
31,1900,241430,114013,121835,5582,47.22,50.46,2.31,31,Nebraska
31,1896,223182,115007,103064,5111,51.53,46.18,2.29,31,Nebraska
31,1892,200192,24943,87213,88036,12.46,43.56,43.980000000000004,31,Nebraska
31,1888,202632,80552,108425,13655,39.75,53.51,6.74,31,Nebraska
31,1884,134202,54391,76912,2899,40.53,57.31,2.16,31,Nebraska
31,1880,87452,28523,54979,3950,32.62,62.87,4.52,31,Nebraska
31,1876,49328,17413,31915,0,35.3,64.7,0.0,31,Nebraska
31,1872,25932,7603,18329,0,29.32,70.68,0.0,31,Nebraska
31,1868,15291,5519,9772,0,36.09,63.91,0.0,31,Nebraska
32,2024,1484840,705197,751205,28438,47.49,50.59,1.92,32,Nevada
32,2020,1405376,703486,669890,32000,50.06,47.67,2.28,32,Nevada
32,2016,1125385,539260,512058,74067,47.92,45.5,6.58,32,Nevada
32,2012,1014918,531373,463567,19978,52.36,45.68,1.97,32,Nevada
32,2008,967848,533736,412827,21285,55.15,42.65,2.2,32,Nevada
32,2004,829587,397190,418690,13707,47.88,50.47,1.65,32,Nevada
32,2000,608970,279978,301575,27417,45.98,49.52,4.5,32,Nevada
32,1996,464279,203974,199244,61061,43.93,42.91,13.15,32,Nevada
32,1992,506318,189148,175828,141342,37.36,34.73,27.92,32,Nevada
32,1988,350067,132738,206040,11289,37.92,58.86,3.22,32,Nevada
32,1984,286667,91655,188770,6242,31.97,65.85,2.18,32,Nevada
32,1980,247885,66666,155017,26202,26.89,62.54,10.57,32,Nevada
32,1976,201876,92479,101273,8124,45.81,50.17,4.02,32,Nevada
32,1972,181766,66016,115750,0,36.32,63.68,0.0,32,Nevada
32,1968,154218,60598,73188,20432,39.29,47.46,13.25,32,Nevada
32,1964,135433,79339,56094,0,58.58,41.42,0.0,32,Nevada
32,1960,107267,54880,52387,0,51.16,48.84,0.0,32,Nevada
32,1956,96689,40640,56049,0,42.03,57.97,0.0,32,Nevada
32,1952,82190,31688,50502,0,38.55,61.45,0.0,32,Nevada
32,1948,62117,31291,29357,1469,50.37,47.26,2.36,32,Nevada
32,1944,54234,29623,24611,0,54.62,45.38,0.0,32,Nevada
32,1940,53174,31945,21229,0,60.08,39.92,0.0,32,Nevada
32,1936,43848,31925,11923,0,72.81,27.19,0.0,32,Nevada
32,1932,41430,28756,12674,0,69.41,30.59,0.0,32,Nevada
32,1928,32417,14090,18327,0,43.46,56.54,0.0,32,Nevada
32,1924,26921,5909,11243,9769,21.95,41.76,36.29,32,Nevada
32,1920,27194,9851,15479,1864,36.22,56.92,6.85,32,Nevada
32,1916,33316,17776,12127,3413,53.36,36.4,10.24,32,Nevada
32,1912,20115,7986,3196,8933,39.7,15.89,44.41,32,Nevada
32,1908,24526,11212,10775,2539,45.71,43.93,10.35,32,Nevada
32,1904,12115,3982,6864,1269,32.87,56.66,10.47,32,Nevada
32,1900,10196,6347,3849,0,62.25,37.75,0.0,32,Nevada
32,1896,10314,8376,1938,0,81.21,18.79,0.0,32,Nevada
32,1892,10878,714,2811,7353,6.56,25.84,67.6,32,Nevada
32,1888,12278,5149,7088,41,41.94,57.73,0.33,32,Nevada
32,1884,12797,5578,7193,26,43.59,56.21,0.2,32,Nevada
32,1880,18345,9613,8732,0,52.4,47.6,0.0,32,Nevada
32,1876,19691,9308,10383,0,47.27,52.73,0.0,32,Nevada
32,1872,14649,6236,8413,0,42.57,57.43,0.0,32,Nevada
32,1868,11698,5218,6480,0,44.61,55.39,0.0,32,Nevada
32,1864,16420,6594,9826,0,40.16,59.84,0.0,32,Nevada
33,2024,826205,418496,395531,12178,50.65,47.87,1.47,33,New Hampshire
33,2020,806215,424937,365660,15618,52.71,45.36,1.94,33,New Hampshire
33,2016,744296,348526,345790,49980,46.83,46.46,6.71,33,New Hampshire
33,2012,710972,369561,329918,11493,51.98,46.4,1.62,33,New Hampshire
33,2008,710970,384826,316534,9610,54.13,44.52,1.35,33,New Hampshire
33,2004,677738,340511,331237,5990,50.24,48.87,0.88,33,New Hampshire
33,2000,569081,266348,273559,29174,46.8,48.07,5.13,33,New Hampshire
33,1996,499175,246214,196532,56429,49.32,39.37,11.299999999999999,33,New Hampshire
33,1992,537945,209040,202484,126421,38.86,37.64,23.509999999999998,33,New Hampshire
33,1988,450525,163696,281537,5292,36.33,62.49,1.17,33,New Hampshire
33,1984,388954,120395,267051,1508,30.95,68.66,0.39,33,New Hampshire
33,1980,383999,108864,221705,53430,28.35,57.74,13.91,33,New Hampshire
33,1976,339618,147635,185935,6048,43.47,54.75,1.78,33,New Hampshire
33,1972,334059,116435,213724,3900,34.85,63.98,1.17,33,New Hampshire
33,1968,297299,130589,154903,11807,43.93,52.1,3.9699999999999998,33,New Hampshire
33,1964,288093,184064,104029,0,63.89,36.11,0.0,33,New Hampshire
33,1960,295761,137772,157989,0,46.58,53.42,0.0,33,New Hampshire
33,1956,266994,90364,176519,111,33.84,66.11,0.04,33,New Hampshire
33,1952,272950,106663,166287,0,39.08,60.92,0.0,33,New Hampshire
33,1948,231440,107995,121299,2146,46.66,52.41,0.92,33,New Hampshire
33,1944,229627,119663,109916,48,52.11,47.87,0.02,33,New Hampshire
33,1940,235419,125292,110127,0,53.22,46.78,0.0,33,New Hampshire
33,1936,218114,108460,104642,5012,49.73,47.98,2.3,33,New Hampshire
33,1932,205520,100680,103629,1211,48.99,50.42,0.59,33,New Hampshire
33,1928,196757,80715,115404,638,41.02,58.65,0.32,33,New Hampshire
33,1924,164769,57201,98575,8993,34.72,59.83,5.46,33,New Hampshire
33,1920,159092,62662,95196,1234,39.39,59.84,0.78,33,New Hampshire
33,1916,89127,43781,43725,1621,49.12,49.06,1.82,33,New Hampshire
33,1912,87961,34724,32927,20310,39.48,37.43,23.09,33,New Hampshire
33,1908,89600,33655,53149,2796,37.56,59.32,3.12,33,New Hampshire
33,1904,90161,34074,54163,1924,37.79,60.07,2.13,33,New Hampshire
33,1900,92364,35489,54799,2076,38.42,59.33,2.25,33,New Hampshire
33,1896,83670,21650,57444,4576,25.88,68.66,5.47,33,New Hampshire
33,1892,89329,42081,45658,1590,47.11,51.11,1.78,33,New Hampshire
33,1888,90835,43456,45728,1651,47.84,50.34,1.82,33,New Hampshire
